Resume ID,Company,Dates,total_gap_years,gap_greater_equal_2_years
57,"['Company Name\n\nManager\n\n', 'Company Name\n\nManager\n\n', 'Company Name\n\nPersonal Trainer\n\n', 'Company Name\n\nPersonal Trainer/Small Group Instructor\n\n', 'Company Name\n\nQuality Assurance Specialist\n\n', 'Company Name\n\nVerifications Specialist\n\n', 'Company Name\n\nCustomer Service Associate\n\n']","['2013to2024', '2012to2013', '2012to2012', '2011to2012', '2009to2010', '2008to2009', '2006to2007']",0,False
570,"['Customer Service Agent\n\nCompany Name\n\n', 'File Clerk\n\nCompany Name\n\n', 'DME Billing Specialist\n\nCompany Name\n\n', 'BILLING DOCUMENT SPECIALIST\n\nCompany Name\n\n']","['2015to2024', '2014to2015', '2013to2014', '2006to2013']",0,False
571,"['HR Coordinator\n\nCompany Name\n\n', 'Payroll/Staffing Coordinator\n\nCompany Name\n\n', 'Tax Clerk/Secretary\n\nCompany Name\n\n', 'General Appraisal/Data Entry Clerk\n\nCompany Name\n\n', 'Customer Service Rep\n\nCompany Name\n\n']","['2015to2024', '2012to2024', '2007to2012', '2006to2007', '2005to2006']",0,False
572,['Accountant\n\nCompany Name\n\n'],['2012to2015'],0,False
576,"['State\n\nHR Manager\n\n', 'State\n\nHR & Admin.Manager\n\n', 'State\n\nGeneral Administration Asst. Chief\n\n']","['2016to2024', '2013to2015', '2002to2013']",0,False
579,"['State\nCompany Name\n\n', 'referrals, and client reviews.\nCompany Name\n\n']","['2012to2024', '2000to2012']",0,False
58,"['Company Name\n\nCity\n', 'Company Name\n\nCity\n', 'Company Name\n\nBenefits Administrator\n', 'Company Name\n\nCity\n']","['2007to2014', '2004to2008', '2004to2004', '2001to2004']",0,False
580,"['Delegated Finance and Admin Manager and Finance\nOfficer\n\n', 'are initiated.\nSenior Accountant\n\n', 'and timely Controlled staff benefits like; insurance, medical, PF etc.\nAccountant\n\n']","['2010to2014', '2008to2009', '2007to2008']",0,False
581,"['STAFF ACCOUNTANT\n\nCompany Name\n', 'ACCOUNTS PAYABLE REPRESENTATIVE\n\nCompany Name\n']","['2001to2011', '2000to2001']",0,False
585,"['Personal Trainer\n\nCompany Name\n\n', 'Fitness Manager\n\nCompany Name\n\n']","['2015to2015', '2010to2024']",0,False
589,"['Company Name\n\nAccountant III\n\n', 'Company Name\n\nAssistant Accountant\n\n', 'Company Name\n\nAccounting Clerk B\n\n', 'Company Name\n\nAccounting Instructor\n\n', 'Company Name\n\nStudent Accounts Representative/Bookkeeper\n\n']","['2014to2024', '2007to2014', '2006to2007', '2003to2004', '2003to2004']",0,False
592,"['Responsible for training and development of Co-General Managers in North east region.\nCompany Name\n\n', 'Responsible for all customer pick up and deliveries.\nCompany Name\n\n', 'management in delivery, pick-up, and business matters.\nCompany Name\n\n', 'Using independent discretion in maximizing profits, contain cost, and hold employees accountable.\nCompany Name\n\n', 'Delivered all products through company brand trucking.\nCompany Name\n\n', 'Decision making, problem solving, strategic planning, and data analysis skills.\nCompany Name\n\n', 'Strong external relationships with local business owners and management.\nCompany Name\n\n']","['2014to2015', '2014to2014', '2008to2014', '2006to2008', '2005to2005', '2003to2008', '2003to2005']",0,False
593,"['Human Resources Manager\n\nCompany Name\n\n', 'Fitness Consultant\n\nCompany Name\n\n', 'Fitness Consultant\n\nCompany Name\n\n', 'Supervisor\n\nCompany Name\n\n', 'Supervisor\n\nCompany Name\n\n', 'Administrative Clerk\n\nCompany Name\n\n']","['2018to2024', '2017to2018', '2017to2018', '2013to2017', '2013to2017', '2009to2017']",0,False
594,"['Director of Information Technology\n\n,\n', 'Senior Consulting IT Program Manager\n\n,\n', 'Business Products Specialist\n\n,\n']","['2014to2020', '2012to2024', '2008to2012']",0,False
597,"['Accomplishments: chosen by Girls LEAD to facilitate a group of young female campers focused on multi-cultural leadership, service, and\nwellness; aided in program coordination; encouraged youth self-awareness and self-confidence.\n', 'Accomplishments: achieve positive outcomes in participant recruitment and retention and overall student academic performance; develop\nstrong relationships with students, families, and school staff.\n', 'Administrative: managed and maintained the Causa volunteer database and volunteer recruitment efforst; and tracked volunteer engagement\nand voter registration.\n']","['2015to2024', '2014to2015', '2013to2014']",0,False
600,"['Finance Director\n\nCompany Name\n', 'Office Administration Department Manager\n\nCompany Name\n', 'Accounts Receivable Coordinator\n\nCompany Name\n', 'Business Manager\n\nCompany Name\n', 'Operations / Graphics Coordinator\n\nCompany Name\n', 'Office Administrator Department Manager\n\nCompany Name\n']","['2012to2024', '1999to2012', '1999to2012', '1997to1999', '1996to1997', '1991to1996']",0,False
602,"['HR Assistant\n\nCompany Name\n\n', ' employees at all levels, including executive leadership.\n\nCompany Name\n\n', 'Clerk/Store Manager\n\nCompany Name\n\n', 'Addressed and corrected sales staff communication issues in a tactful and effective manner.Student worker/Multiple departments\n\nCompany Name\n\n', 'HR Generalist\n\nCompany Name\n\n']","['2015to2024', '2011to2015', '2004to2011', '2004to2007', '2002to2012']",0,False
603,"['%.\nStaff Accountant\n\n', 'with school board policies.\nPayroll Administrator\n\n', 'Left this position to attend to a family medical situation that has since been resolved.\nPayroll Specialist\n\n', 'Left this position due to a lay-off within the company.\nStaff Accountant\n\n', 'Prepared journal entries and made adjustments to the general ledger for month-end close.\nPayroll Specialist\n\n', 'Received and processed all employee job verification requests from various businesses and creditors.\nPayroll Accountant\n\n']","['2014to2024', '2009to2014', '2001to2005', '1999to2001', '1997to1999', '1996to1997']",0,False
606,"['Accountant I\n\nCompany Name\n\n', 'Intern\n\nCompany Name\n\n', 'Security Officer\n\nCompany Name\n\n']","['2010to2024', '2010to2010', '2008to2010']",0,False
610,"['Director of Finance\n\n,\n', 'Director of Finance\n\n,\n', 'Financial Analyst\n\n,\n', 'Director of Finance\n\n,\n']","['2012to2024', '2009to2012', '2005to2009', '1990to2005']",0,False
614,"['Company Name\n\nFinance Analyst\n', 'Company Name\n\nProcess Associate\n', 'Company Name\n\nProcess Associate\n']","['2009to2016', '2007to2009', '2006to2007']",0,False
615,"['Accountant\n\nCompany Name\n', 'Office Assistant\n\nCompany Name\n', 'Assistant\n\nCompany Name\n']","['2016to2018', '2015to2015', '2014to2014']",0,False
622,"['Customer Service Agent\n\n,\n', 'Customer Service Representative\n\n,\n', ' Secure Staff\n\n,\n', 'Recreation Assistant\n\n,\n', 'Library Assistant\n\n,\n', 'Customer Service Agent\n\n,\n', ' Secure Staff\n\n,\n', 'Recreation Assistant\n\n,\n', 'Library Assistant\n\n,\n', 'Customer Service Representative\n\n,\n']","['2020to2024', '2020to2024', '2016to2020', '2016to2020', '2016to2016', '2016to2016', '2013to2013', '2013to2013', '2010to2020', '2010to2020']",0,False
623,"['DIRECTOR OF FINANCE\n\n,\n', 'VP\n\n,\n']","['2011to2024', '2010to2012']",0,False
625,"['HR & Safety Manager\n\nCompany Name\n\n', 'Site Supervisor (HR Generalist)\n\nCompany Name\n\n', 'Senior Bill Pay Support Associate\n\nCompany Name\n\n', 'Commissioned Officer (NCO)\n\nCompany Name\n']","['2013to2014', '2011to2013', '2008to2011', '1997to2006']",0,False
626,"['Senior Finance Manager\n\nCompany Name\n', 'Ogilvy Public Relations- Client Finance Manager\n\nManage the billing function for the West region.\n', 'Senior Financial Analyst\n\nCompany Name\n', 'Senior Financial Analyst\n\nCompany Name\n']","['2015to2016', '2015to2015', '2012to2015', '2008to2012']",0,False
627,['improvements.\nHR Generalist\n\n'],['2004to2012'],0,False
628,"['HR Intern\n\nCity\n\n', 'Human Resources Assistant\n\nCompany Name\n\n', 'Freelancer\n\nCity\n\n', 'Recruiter\n\nCompany Name\n\n']","['2016to2024', '2016to2024', '2015to2016', '2011to2015']",0,False
629,"['Staff Accountant\n\nCompany Name\n\n', 'Staff Accountant\n\nCompany Name\n\n', 'Treasurer\n\nCompany Name\n\n', 'Accounts Receivable/Audit Clerk\n\nCompany Name\n\n', 'Data Analyst Assistant\n\nCompany Name\n\n']","['2015to2017', '2012to2014', '2011to2024', '2009to2011', '2006to2007']",0,False
631,"['HR Associate\n\n,\n', 'HR Intern\n\n,\n', 'Orientation Leader\n\n,\n', 'HR Associate\n\n,\n', 'HR Intern\n\n,\n', 'Orientation Leader\n\n,\n']","['2018to2019', '2018to2019', '2016to2017', '2016to2017', '2016to2016', '2016to2016']",0,False
632,"['Branch Manager/Operations Manager\n\nCompany Name\n\n', 'Claims Arbitration Specialist\n\nCompany Name\n\n', 'Claims Subrogation Supervisor\n\nCompany Name\n\n', 'Subrogation Claims Representative\n\nCompany Name\n\n', 'Office Supervisor / Bookseller\n\nCompany Name\n\n']","['2007to2015', '2005to2007', '2002to2005', '2001to2002', '1973to2000']",0,False
634,"['Finance Controller\n\nCompany Name\n\n', 'Administrator\n\nCompany Name\n\n', 'Manager of Finance\n\nCompany Name\n\n', 'Controller\n\nCompany Name\n\n']","['2010to2017', '2008to2017', '1997to2006', '1990to1996']",0,False
638,"['Customer Advocate\n\nCompany Name\n\n', 'Process and maintain records of customer loans.\nCompany Name\n\n', 'Greet customers and ascertain what each customer wants or needs.\nCompany Name\n\n', 'Help customers try on or fit merchandise.\nCompany Name\n\n']","['2014to2015', '2014to2015', '2014to2014', '2012to2014']",0,False
64,,['to2024'],0,False
645,"['Community Advocate\n\nCompany Name\n\n', 'Lead Human Resource Recruiter\n\nCompany Name\n\n', 'Exhibit Creator\n\nCompany Name\n\n']","['2015to2024', '2012to2015', '2008to2009']",0,False
650,"['State\n\nInvestment Accountant\n\n', 'State\n\nAML Compliance Officer\n\n', 'State\n\nMedical Technologist\n\n']","['2012to2015', '2011to2012', '2008to2012']",0,False
652,,['to2024'],0,False
654,"['Executive Assistant HR\n\nCompany Name\n\n', 'Biller\n\nCompany Name\n\n', 'Administrative Assistant\n\nCompany Name\n\n', 'Senior Assistant Underwriter\n\nCompany Name\n\n']","['2014to2024', '1999to2004', '1997to2013', '1994to1996']",10,True
66,"['Accountant\n\nCompany Name\n', 'Administrative Specialist II\n\nCompany Name\n', 'Auditor II\n\nCompany Name\n', 'Accountant\n\nCompany Name\n']","['2015to2016', '2014to2015', '2005to2014', '2003to2005']",0,False
660,"['Finance Director\n\nCompany Name\n', 'Director of Finance & Human Resources\n\nCompany Name\n', 'Owner/Manager\n\nCompany Name\n', 'Controller\n\nCompany Name\n', 'Accounting Manager\n\nCompany Name\n', 'Accounting Manager\n\nCompany Name\n', 'Accounting Clerk\n\nCompany Name\n']","['2012to2024', '2009to2012', '2007to2010', '2005to2007', '1999to2005', '1995to1999', '1990to1995']",0,False
661,"['HR Administrator\n\nCompany Name\n\n', 'Human Resources Temp\n\nCompany Name\n\n', 'Recruiting Coordinator\n\nCompany Name\n\n', 'Administrative Assistant\n\nCompany Name\n\n']","['2015to2024', '2014to2015', '2014to2014', '2014to2014']",0,False
666,"['Sr. HR Generalist\n\nCompany Name\n\n', 'Office Manager\n\nCompany Name\n\n', 'HR Specialist\n\nCompany Name\n\n']","['2012to2024', '2010to2011', '2008to2010']",0,False
667,"['Finance Supervisor\n\nCompany Name\n\n', 'Senior Mutual Fund Accountant\n\nCompany Name\n\n', 'Accounting/Finance Internship\n\nCompany Name\n\n']","['2012to2024', '2004to2005', '2002to2003']",7,True
668,"['Fitness Instructor\n\n,\n', 'Owner\n\n,\n', 'Central Regional Manager\n\n,\n']","['2013to2024', '2011to2024', '2008to2011']",0,False
669,"['Company Name\n\nFinance\n', 'Company Name\n\nSenior Financial Analyst\n\n', 'Company Name\n\nRetail Analyst\n\n', 'Company Name\n\nTreasury Assistant\n\n']","['2016to2024', '2009to2016', '2007to2009', '2005to2007']",0,False
67,['IT Technology Specialist\n\nCompany Name\n\n'],['2015to2016'],0,False
675,['HR Coordinator\n\nCompany Name\n\n'],['2011to2024'],0,False
676,"['Financial Accountant\n\n,\n', 'Solar Energy Consultant\n\n,\n', 'Solar Energy Consultant\n\n,\n', 'Business Analyst III\n\n,\n', 'Treasury Analyst\n\n,\n', 'Analyst\n\n,\n', 'Regulatory Reporting Supervisor\n\n,\n']","['2017to2024', '2017to2018', '2016to2017', '2014to2017', '2012to2015', '2005to2012', '1997to2005']",0,False
677,"['Director of Information Technology\n\nCompany Name\n\n', 'Manager of Information\n\nCompany Name\n\n']","['2005to2024', '2003to2005']",0,False
68,"['Senior HR Business Partner\n\nCompany Name\n\n', 'HR & Safety Manager\n\nCompany Name\n\n', 'HR Supervisor\n\nCompany Name\n\n']","['2013to2024', '2010to2013', '2008to2010']",0,False
682,"['HR Generalist\n\nCompany Name\n\n', 'HR Representative\n\nCompany Name\n\n', 'Human Resources Coordinator\n\nCompany Name\n\n', 'HR Generalist\n\nCompany Name\n\n', 'HR Representative\n\nCompany Name\n\n', 'HR Manager\n\nCompany Name\n\n']","['2014to2024', '2014to2014', '2014to2014', '2013to2014', '2012to2013', '2002to2012']",0,False
689,"['Company Name\n\nFinance Manager\n\n', 'Company Name\n\nSenior Financial Analyst\n\n', 'Company Name\n\nSenior Auditor - Internal Audit\n\n']","['2014to2024', '2012to2014', '2010to2012']",0,False
69,"['Customer Service Representative\n\nCompany Name\n', 'Customer Service Supervisor\n\nCompany Name\n', 'Customer Service Representative\n\nCompany Name\n', 'Customer Service Representative\n\nCompany Name\n']","['2015to2024', '2014to2015', '2013to2014', '2011to2013']",0,False
691,"['Company Name\n\nï¼\u200b\n', 'Assistant Manager\n\nJanuary 2015\n', 'Company Name\n\nï¼\u200b\n']","['2015to2015', '2015to2015', '2013to2014']",0,False
692,"['Finance Manager\n\nCompany Name\n', 'District Manager\n\nCompany Name\n', 'Operations\nManager\n', 'General Manager\n\nCompany Name\n']","['2016to2024', '2013to2016', '2010to2012', '2001to2010']",0,False
693,"['Staff Accountant\n\nCompany Name\n\n', 'Staff Accountant\n\nCompany Name\n\n', 'Staff Accountant\n\nCompany Name\n\n', 'Financial Management Partner\nCompany Name\n\n']","['2014to2014', '2013to2014', '2012to2013', '2010to2011']",0,False
696,"['Certified Fitness Trainer\n\nCompany Name\n\n', 'Personal Trainer & Lead Fitness Consultant\n\nCompany Name\n\n', 'Fitness Manager, Personal Training Sales Manager\n\nCompany Name\n\n', 'Fitness Consultant\n\nCompany Name\n\n', 'Health and Wellness Director\n\nCompany Name\n\n']","['2014to2015', '2013to2015', '2011to2013', '2011to2011', '2007to2010']",0,False
697,"['Company Name\n\nCity\n', 'Company Name\n\nCity\n', 'Company Name\n\nCity\n']","['2014to2024', '2004to2014', '1992to2004']",0,False
7,['Company Name\n\nHR Director\n\n'],['2014to2015'],0,False
704,"['Company Name\n\nCity\n', 'Company Name\n\nCity\n', 'Company Name\n\nCity\n', 'Company Name\n\nCity\n']","['1996to2016', '1995to1996', '1992to1995', '1991to1992']",0,False
705,"['Senior Vice-President and Chief Information Officer\n\n,\n', 'Vice-President, Information Technology\n\n,\n', 'Manager/Senior Network Engineer, Information Technology\n\n,\n', 'Test and evaluate network systems to eliminate problems and make improvements.Network Administrator\n\n,\n']","['2009to2024', '2005to2009', '2001to2005', '1997to2001']",0,False
707,"['Accountant\n\nCompany Name\n', 'Accountant\n\nCompany Name\n', 'Junior Accountant\n\nCompany Name\n']","['2009to2024', '2006to2009', '2004to2006']",0,False
71,,['to2024'],0,False
710,"['Accountant II\n\nCompany Name\n\n', 'Grant Accountant\n\nCompany Name\n\n', 'Accountant\n\nCompany Name\n\n', 'Senior Accountant\n\nCompany Name\n\n', 'Assistant Loan Underwriting Manager\n\nCompany Name\n\n', 'Internal Auditor\n\nCompany Name\n\n', 'Accountant\n\nCompany Name\n\n', 'Branch Cashier (last position)\n\nCompany Name\n\n', 'Analyst\n\nCompany Name\n\n']","['2016to2024', '2014to2016', '2011to2014', '2005to2011', '2003to2005', '2002to2003', '2001to2002', '1995to2001', '1990to1995']",0,False
718,,['to2024'],0,False
719,"['Customer Advocate\n\nCompany Name\n', 'Teller I\n\nCompany Name\n', 'Night Shift Leader\n\nCompany Name\n', 'Cashier\n\nCompany Name\n', 'Cashier\n\nCompany Name\n', 'Team Member\n\nCompany Name\n']","['2015to2024', '2014to2015', '2012to2014', '2010to2012', '2009to2010', '2008to2009']",0,False
725,"['HR SPECIALIST\n\nCompany Name\n\n', 'STAFFING SPECIALIST\n\nCompany Name\n\n', 'STAFFING COORDINATOR\n\nCompany Name\n\n', 'RECRUITING COORDINATOR\n\nCompany Name\n\n', 'CUSTOMER SERVICE REPRESENTATIVE\n\nCompany Name\n\n', 'TRUSTEE BOARD MEMBER\n\nCompany Name\n\n']","['2014to2015', '2013to2024', '2008to2013', '2007to2008', '2004to2007', '2001to2004']",0,False
726,"['Staff Accountant\n\nCompany Name\n', 'Independent Accounting Consultant\n\nCompany Name\n', 'Accounting Manager/Human Resources\n\nCompany Name\n', 'Accounting and Human Resources Manager\n\nCompany Name\n']","['2012to2024', '2008to2012', '2007to2010', '2002to2007']",0,False
73,"['Service Representative\n\nCompany Name\n\n', 'Sales Advisor\n\nCompany Name\n\n', 'Service Representative Lead\n\nCompany Name\n\n']","['2015to2024', '2015to2015', '2014to2015']",0,False
733,"['Company Name\n\nHR Coordinator\n\n', 'Company Name\n\nHuman Resources Consultant\n\n', 'Company Name\n\nHuman Resources Manager/Coordinator\n\n', 'Company Name\n\nHuman Resources Manager\n']","['2014to2024', '2011to2014', '2007to2010', '2006to2007']",0,False
735,"['Director of Information Technology\n\n,\n', 'Senior Project Manager/Architect/Business Analyst\n\n,\n', 'Principal Consultant/Senior Project Manager Principal consultant\n\n,\n', 'Senior Project Manager\n\n,\n']","['2013to2024', '2001to2013', '1997to2001', '1992to1997']",0,False
739,"['State\n\nHR Payroll/ Accounting Representative\n\n', 'State\n\nTrainer/Server\n\n', 'State\n\nCounter Supervisor\n\n']","['2008to2011', '2008to2008', '2006to2008']",0,False
74,"['State\n\nInformation Technology Administrator\n\n', 'State\n\nAssociate Director of Computer Services\n\n', 'State\n\nDistrict Computer Technician\n\n', ""State\n\nElectrician's Apprentice\n\n""]","['2014to2024', '2000to2014', '1999to2000', '1990to1999']",0,False
744,"['Director, Information Technology\n\nCompany Name\n\n', 'Associate Vice-President for Information Technology and Telecommunication\n\nCompany Name\n\n']","['2008to2024', '1980to2004']",4,True
746,"['Operations Coordinator\n\nCompany Name\n\n', 'Business Center Manager\n\nCompany Name\n\n', 'Language Arts Instructor\n\nCompany Name\n\n', 'Teacher\n\nCompany Name\n\n']","['2016to2024', '2015to2016', '2013to2015', '2009to2013']",0,False
748,"['Finance Manager\nFinance Manager\n', 'State\n\nSupervising Auditor\n']","['2012to2012', '2003to2004']",8,True
749,"['Accountant\n\nCompany Name\n\n', 'Staff Accountant\n\nCompany Name\n\n', 'Accountant /Auditor\n\nCompany Name\n\n']","['2014to2024', '2012to2014', '2010to2012']",0,False
75,"['General Accountant\n\nCompany Name\n', 'Accountant\n\nCompany Name\n\n', 'Accountant\n\nCompany Name\n']","['2011to2016', '2008to2011', '1997to2008']",0,False
750,"['IT Manager\n\nCompany Name\n\n', 'Senior Technical Analyst\n\nCompany Name\n\n', 'Director of Information Technology\n\nCompany Name\n\n', 'Director of Information Technology\n\nCompany Name\n\n', 'Project Manager\n\nCompany Name\n\n']","['2013to2024', '2010to2013', '2010to2010', '2004to2009', '2000to2003']",0,False
752,"['State\n\nAdministrative Assistant\n\n', 'Company Name\n\nConsular Visa Clerk\n\n', 'State\n\nCatering Sales Intern\n\n']","['2013to2024', '2013to2013', '2012to2012']",0,False
758,"['Fulfillment Advocate\n\nCompany Name\n', 'Business Operation Analyst\n\nCompany Name\n', 'CSSM\nCustomer Sales Support Manager\n', 'INVENTORY CONTROL TEAM LEAD\n\nCompany Name\n', 'Cost Accountant\n\nCompany Name\n', 'Inventory Controller (Hub Specalist)\n\nCompany Name\n', 'Replenishment Coordinator\n\nCompany Name\n']","['2014to2024', '2012to2014', '2011to2012', '2010to2011', '2008to2010', '2007to2008', '2006to2007']",0,False
761,"['Director of Information technology\n\nCompany Name\n\n', 'Information technology Manager\n\nCompany Name\n\n', 'Information technology Manager\n\nCompany Name\n\n']","['2005to2024', '2003to2005', '1998to2003']",0,False
763,"['Accountant\n\nCompany Name\n', 'Co-Owner\n\nCompany Name\n', 'Owner\n\nCompany Name\n', 'Accounting Manager\n\nCompany Name\n', 'Cost Accounting Manager\n\nCompany Name\n', 'Cost Accounting Manager\n\nCompany Name\n', 'Accounting Manager\n\nCompany Name\n']","['2016to2017', '2007to2016', '2001to2007', '1999to2001', '1997to1999', '1989to1999', '1985to1989']",0,False
767,"['State\n\nVice President Information Technology Infrastructure Operations\n\n', 'State\n\nDirector of Network Operations\n\n', 'State\n\nInformation Operations Specialist\n\n', 'State\n\nCustomer Care Representative - Help Desk Technician supporting\n\n', 'State\n\nSystem Administrator\n\n', 'State\n\nHealthcare Systems Specialist\n\n']","['2008to2024', '2006to2008', '2005to2006', '2003to2005', '1998to2001', '1993to1998']",0,False
769,"['Finance Officer\n\nCompany Name\n\n', 'Payroll Assistant\n\nCompany Name\n\n']","['2011to2016', '2010to2010']",0,False
772,"['State\n\nHR Generalist\n\n', 'State\n\nHR Generalist\n\n', 'State\n\nHuman Resource Manager\n\n', 'State\n\nStaffing Manager\n\n']","['2014to2024', '2013to2014', '2008to2013', '2004to2008']",0,False
773,"['Senior Accountant\n\nCompany Name\n\n', 'Staff Accountant\n\nCompany Name\n\n', 'Accounting Clerk\n\nCompany Name\n\n', 'Accounting Clerk\n\nCompany Name\n\n']","['2011to2024', '2005to2012', '2005to2011', '2005to2011']",0,False
774,"['Administrative Assistant\n\nCompany Name\n\n', 'Advocate / Medical Assistant\n\nCompany Name\n\n', 'Home Healthcare Aide\n\nCompany Name\n\n', 'Home Healthcare Aide\n\nCompany Name\n\n']","['2012to2013', '2010to2011', '2007to2012', '2007to2008']",0,False
775,"['Director of Information Technology /Chief Technology Officer\n\nCompany Name\n\n', 'ticketing system with inventory/asset tracking and remote user management.Manager/Director\n\nCompany Name\n\n']","['2007to2015', '2000to2006']",0,False
776,"['Payroll Accountant\n\nCompany Name\n\n', 'Accountant\n\nCompany Name\n\n', 'Staff Accountant\n\nCompany Name\n\n', 'Staff Accountant\n\nCompany Name\n\n', 'Accounts Receivable Administrator\n\nCompany Name\n\n', 'Contracts Processor\n\nCompany Name\n\n']","['2006to2024', '2002to2006', '2001to2002', '2000to2001', '1999to1999', '1993to1998']",0,False
78,"['Company Name\n\nCity\n', 'Company Name\n\nCity\n', 'Company Name\n\nCity\n', 'Company Name\n\nCity\n', 'Company Name\n\nCity\n', 'Company Name\n\nCity\n', 'Company Name\n\nCity\n', 'Company Name\n\nCity\n', 'Company Name\n\nCity\n']","['2014to2024', '2012to2013', '2012to2012', '2010to2012', '2010to2010', '2009to2010', '2008to2009', '2007to2008', '2004to2006']",0,False
780,"['Advocate\n\nCompany Name\n\n', 'Veteran Affairs Specialist\n\nCompany Name\n\n', 'Employment Representative\n\nCompany Name\n\n']","['2012to2024', '2011to2012', '2011to2012']",0,False
784,"['Finance Manager\n\nCompany Name\n', 'Finance Manager\n\nCompany Name\n', 'Finance Manager\n\nCompany Name\n', 'Senior Credit Representative\n\nCompany Name\n']","['2003to2004', '2002to2002', '2001to2002', '2000to2001']",0,False
79,"['Donor Advocate\n\n,\n', 'Team Leader for the Children of the World Choir\n\n,\n', 'Elementary Teacher\n\n,\n', 'Donor Advocate\n\n,\n', 'Team Leader for the Children of the World Choir\n\n,\n', 'Elementary Teacher\n\n,\n']","['2017to2020', '2017to2020', '2016to2017', '2016to2017', '2012to2016', '2012to2016']",0,False
790,"['Accountant\n\nCompany Name\n', 'Staff Accountant\n\nCompany Name\n', 'Accountant /Auditor\n\nCompany Name\n']","['2014to2024', '2012to2014', '2010to2012']",0,False
792,,['to2024'],0,False
795,"['General Manager\n\nCompany Name\n\n', 'Regional General Manager and National Sales Manager\n\nCompany Name\n\n', 'General Manager\n\nCompany Name\n\n', 'Fitness Service Director\n\nCompany Name\n\n', 'Insurance Agent\n\nCompany Name\n\n', 'Sales Director\n\nCompany Name\n\n', 'Sales Associate\n\nCompany Name\n\n', 'Customer Service Manager\n\nCompany Name\n\n', 'General Manager\n\nCompany Name\n\n']","['2017to2024', '2017to2017', '2014to2016', '2014to2014', '2013to2013', '2009to2012', '2006to2009', '2005to2006', '1998to2004']",0,False
797,"['Accountant\n\nCompany Name\n', 'Provide training to new and existing staff as needed.\n05/2005\n\nto\n07/2012']","['2012to2015', '2005to2012']",0,False
799,,['to2024'],0,False
80,"['Customer Success Advocate\n\nCompany Name\n', 'Technology Support Specialist\n\nCompany Name\n\n', 'Install Technician\n\nState\n', 'Hardline merchandiser / Electronics Associate\n\nCompany Name\n\n']","['2015to2024', '2013to2013', '2013to2013', '2012to2012']",0,False
802,"['*\nFinancial Analysis * Strategic planning * Project and Inventory Management * Staff Management\n', 'Accountant\n\n,\n', 'Trading Assistant\n\n,\n']","['2014to2024', '1999to2024', '1996to1999']",0,False
804,"['Accountant\n\nSenior Manager\n\n', 'robust financial reporting.\nInstructional Designer/Training Manager/Database Manager/Senior Accountant\n\n', 'State\nOnline Course Instructor\n\n']","['2003to2004', '1995to2024', '1993to1995']",0,False
808,"['Company Name\n\nSenior Accountant\n\n', 'Company Name\n\nAssociate Fund Controller\n\n', 'Company Name\n\nAdvisory, Forensic and Audit Associate\n\n', 'trace illicit transfers made by a bank employee from each account in a multi-million dollar fraud scheme.\nAccounting Tutor\n']","['2011to2024', '2010to2011', '2007to2010', '2006to2007']",0,False
811,"['Director of Operations\n\nCompany Name\n\n', 'Fitness Operations Manager\n\nCompany Name\n\n', 'Administrative Assistant\n\nCompany Name\n\n', 'Training and Readiness Manager\n\nCompany Name\n\n']","['2007to2012', '2006to2007', '2004to2006', '2001to2004']",0,False
812,"['HR Generalist\n\nCompany Name\n\n', 'Office Administrative Assistant\n\nCompany Name\n', 'Waitress\n\nCompany Name\n\n']","['2013to2013', '2010to2010', '2009to2012']",3,True
819,,['to2024'],0,False
821,,['to2024'],0,False
828,"['Finance Specialist\n\nCompany Name\n', 'Deposit Operations Associate\n\nCompany Name\n', 'Accounting Associate\n\nCompany Name\n', 'Community Consultant\n\nCompany Name\n']","['2014to2024', '2014to2014', '2012to2013', '2012to2012']",0,False
830,"['Administration Assistant\n\n,\n', 'Office Assistant\n\n,\n', 'Certified Medical Assistant\n\n,\n']","['2018to2024', '2018to2018', '2000to2012']",0,False
832,"['HR Coordinator\n\nCompany Name\n\n', 'HR/Payroll Coordinator\n\nCompany Name\n\n', 'Human Resources Communications Executive\n\nCompany Name\n\n', 'Human Resources Executive Secretary\n\nCompany Name\n\n']","['2015to2024', '2015to2015', '2012to2012', '2011to2012']",0,False
835,"['State\n\nHR Personnel Assistant\n\n', 'State\n\nAssistant Store Clerk\n\n', 'State\n\nOffice Clerk/ Federal Contractor\n\n', 'State\n\nOffice Clerk/Federal Contractor\n\n']","['2013to2014', '2011to2012', '2008to2009', '2005to2007']",0,False
836,"['State\n\nFacility Manager\n\n', 'State\n\nHealthcare Program Planner Analyst\n\n', 'State\n\nShipping and Receiving Coordinator\n\n', 'State\n\nNutritional Aide\n\n', 'State\n\nAssistant Manager\n\n']","['2013to2017', '2007to2013', '2005to2007', '2000to2005', '1998to2000']",0,False
837,"['Administrative Office Assistant\n\nCompany Name\n', 'Cheer Coach\n\nCompany Name\n', 'Adjunct Faculty\n\nCompany Name\n', 'Substitute Teacher\n\nCompany Name\n', 'Fitness/Wellness Coordinator\n\nCompany Name\n', 'Intern\n\nCompany Name\n', 'Group Fitness Instructor\n\nCompany Name\n', 'Group Fitness Instructor & Personal Trainer\n\nCompany Name\n', 'Lead Supervisor/Facility Supervisor\n\nCompany Name\n']","['2015to2024', '2015to2016', '2009to2024', '2008to2024', '2005to2008', '2001to2002', '2000to2005', '1999to2005', '1999to2005']",0,False
